category_enc,supplier_enc,days_to_expiry,current_stock,stock_status,sales_velocity_7d,wastage_count_90d,turnover_rate,unit_cost,stock_cover_days,expiring_soon,risk_score
4,6,321,541,2,18.71,10,2.28,403.28,28.92,0,0.5011601423241963
2,5,397,547,2,0.0,5,4.3,542.62,999.0,0,0.48121638694161933
1,3,79,251,2,0.0,13,5.39,318.26,999.0,0,0.6012512694613735
4,6,249,419,2,0.0,12,1.67,484.99,999.0,0,0.5762573058721095
4,4,295,333,2,20.77,10,0.88,154.01,16.03,0,0.5111671725290721
1,7,166,352,2,17.09,5,5.54,426.01,20.59,0,0.32862536544311466
7,4,45,65,0,17.64,12,4.1,590.0,3.68,0,0.30877883502412645
7,5,390,123,0,0.0,15,2.55,214.09,999.0,0,0.4221864988921241
6,5,163,73,0,19.19,9,5.32,374.6,3.8,0,0.3108719656432168
6,3,370,8,1,0.0,6,2.11,312.5,999.0,0,0.2840422560522189
1,6,99,38,0,2.15,15,3.91,110.04,17.7,0,0.4006357711083727
2,2,269,287,2,0.0,9,4.63,368.12,999.0,0,0.5755516826345657
6,0,291,532,2,19.16,1,5.73,486.59,27.77,0,0.2469093632455028
0,4,5,208,0,4.91,0,0.43,515.51,42.33,1,0.37717856783464215
7,3,192,539,2,9.98,3,5.57,209.25,54.02,0,0.23870787544563013
0,5,126,599,2,3.86,1,3.69,273.7,155.34,0,0.2446950474983366
6,2,254,139,0,1.2,6,2.37,424.12,115.65,0,0.25719700017474223
1,1,307,156,0,17.76,13,2.67,383.39,8.78,0,0.3719360442342435
5,0,88,87,0,21.99,10,4.34,512.88,3.96,0,0.3678809560880937
3,3,11,509,2,11.35,4,0.54,112.05,44.85,1,0.5584453652397514
4,3,311,379,2,9.94,9,4.49,21.47,38.12,0,0.46534143997089006
0,7,176,84,0,0.0,2,2.74,237.29,999.0,0,0.14222260155067748
4,4,50,314,2,0.0,10,1.24,78.18,999.0,0,0.6601183434804612
2,3,265,344,2,16.57,8,2.64,271.94,20.76,0,0.4115082417548883
5,0,247,19,1,9.04,8,3.89,430.85,2.1,0,0.30263764491857087
4,3,393,442,2,13.43,3,2.02,258.11,32.92,0,0.27364127568130614
2,0,299,272,2,0.0,15,2.43,570.69,999.0,0,0.5789189171479269
1,5,108,368,2,14.84,3,5.96,405.11,24.79,0,0.21917478012120964
5,4,237,465,2,21.47,8,1.44,61.62,21.66,0,0.4733317262464135
4,7,69,177,0,8.81,14,5.77,215.32,20.09,0,0.32054748455035303
3,5,139,499,2,7.73,10,5.25,236.97,64.59,0,0.455679601090766
5,2,122,148,0,13.41,11,3.32,503.71,11.04,0,0.37089812822628915
5,7,383,308,2,20.82,3,3.92,253.42,14.79,0,0.22464607404537335
4,1,398,198,0,0.0,6,4.45,400.02,999.0,0,0.3974796138150248
4,7,1,307,2,0.0,8,2.4,363.88,999.0,1,0.8830964081089989
1,4,374,504,2,16.74,7,5.85,92.2,30.11,0,0.37591593681005636
5,5,22,530,2,17.82,9,2.24,464.62,29.74,1,0.6824495533013296
7,0,98,397,2,0.0,14,2.09,413.13,999.0,0,0.6290864186105584
0,1,225,36,0,23.5,8,3.45,303.55,1.53,0,0.27789713928168636
2,5,161,100,0,0.0,3,4.5,231.8,999.0,0,0.26325067506485594
3,6,228,411,2,16.92,6,4.74,302.35,24.29,0,0.33081833079577777
5,6,24,500,2,0.0,4,3.2,144.35,999.0,1,0.7314908486175908
3,3,177,109,0,0.0,2,1.63,47.33,999.0,0,0.1901714639462014
4,2,253,317,2,0.0,13,2.43,409.98,999.0,0,0.5770019137683345
7,6,227,64,0,23.77,0,1.18,465.23,2.69,0,0.08680705895242498
0,0,234,233,0,20.11,11,3.36,108.95,11.58,0,0.388923448346725
2,5,93,425,2,5.93,8,4.25,483.95,71.64,0,0.382978855031451
6,6,299,106,0,0.0,4,5.74,482.12,999.0,0,0.2179496395071377
4,2,166,162,0,0.0,3,3.51,478.04,999.0,0,0.2515865072318394
2,5,317,313,2,9.86,14,5.78,384.92,31.75,0,0.46274180624861333
5,3,93,383,2,17.16,8,1.72,64.32,22.32,0,0.4284926287808023
5,1,110,391,2,0.0,0,4.12,103.74,999.0,0,0.25472930421169127
1,3,228,439,2,0.0,8,5.17,564.68,999.0,0,0.51722049395621
2,2,15,76,0,0.0,6,1.46,174.84,999.0,1,0.5491598028237226
1,1,95,453,2,0.0,12,0.07,20.94,999.0,0,0.6450616977994974
6,4,240,494,2,0.0,13,3.97,300.24,999.0,0,0.5630088853579678
3,7,194,147,0,18.51,0,2.9,399.44,7.94,0,0.052685145591203256
1,6,95,96,0,0.0,9,3.27,510.42,999.0,0,0.40537022390447336
0,4,53,513,2,0.0,1,1.36,499.72,999.0,0,0.28142023341696504
4,5,206,262,2,15.37,9,0.66,375.47,17.05,0,0.4599481827551369
5,3,312,20,1,9.67,1,5.79,437.2,2.07,0,0.09208265985835437
0,3,153,133,0,0.0,14,4.1,91.56,999.0,0,0.39829815900688725
5,1,97,406,2,0.0,12,2.79,26.25,999.0,0,0.5832726411597295
1,5,127,68,0,14.96,4,4.69,217.74,4.55,0,0.11862467581170419
0,2,90,115,0,0.0,14,2.2,180.28,999.0,0,0.39125574422618553
3,3,396,376,2,13.63,6,4.09,380.5,27.58,0,0.3119219471254304
6,5,230,245,0,22.13,2,2.88,216.08,11.07,0,0.0644465380704836
3,5,63,26,0,0.0,9,0.28,488.53,999.0,0,0.39731087821947
3,3,45,585,2,8.26,0,5.59,216.55,70.82,0,0.20100402760117309
7,1,253,504,2,2.04,0,1.15,220.33,247.53,0,0.1700380430685591
0,4,38,132,0,6.34,0,1.98,578.64,20.82,0,0.0004044033952390752
3,5,107,244,0,11.21,3,4.54,283.06,21.78,0,0.16592740041349396
7,7,342,446,2,0.0,12,1.68,199.9,999.0,0,0.6630090796537716
7,3,41,483,2,0.0,7,1.35,173.23,999.0,0,0.548949413615643
7,5,387,511,2,22.4,10,0.7,20.19,22.81,0,0.5072269231575217
0,4,359,449,2,0.0,3,3.25,594.68,999.0,0,0.3724420056517724
5,4,84,495,2,1.29,9,4.82,259.86,384.73,0,0.4320840409146425
1,0,248,589,2,11.82,14,2.17,410.69,49.85,0,0.47213119544237336
5,7,77,524,2,14.13,4,1.0,416.21,37.08,0,0.26326994245163293
5,4,349,25,0,0.0,8,5.74,240.53,999.0,0,0.4289925787587835
6,0,223,388,2,0.0,13,0.41,321.25,999.0,0,0.6855355205888742
7,0,320,453,2,22.08,14,3.58,291.66,20.52,0,0.5208242604025494
3,6,74,385,2,5.57,5,5.28,488.58,69.11,0,0.3807357827818745
1,1,29,448,2,18.98,3,0.78,366.3,23.6,1,0.5154830057736941
0,6,277,171,0,0.0,7,1.16,566.15,999.0,0,0.34302276580204283
2,3,316,235,0,6.31,0,4.72,492.35,37.27,0,0.07675163897353107
6,4,363,232,0,0.0,12,3.67,399.53,999.0,0,0.432887502617559
7,6,166,143,0,0.0,4,3.04,160.62,999.0,0,0.28384829434869674
0,0,196,271,2,6.35,9,3.19,472.33,42.71,0,0.4388771248865804
1,1,297,532,2,19.58,5,2.17,578.59,27.17,0,0.37854171229288514
0,5,127,454,2,10.25,4,2.19,484.41,44.27,0,0.2955605528567411
6,7,279,406,2,0.0,1,1.37,362.25,999.0,0,0.2776073658187245
1,3,39,492,2,0.0,10,3.36,579.39,999.0,0,0.6607004373152681
2,7,290,537,2,0.0,15,1.22,482.6,999.0,0,0.5591546397670493
2,4,291,370,2,0.0,3,2.84,406.59,999.0,0,0.3730762204912688
4,1,219,8,1,0.0,0,2.83,31.24,999.0,0,0.07942970696233256
0,2,270,499,2,0.0,4,5.63,105.34,999.0,0,0.37710530751701227
0,1,371,500,2,9.02,8,0.4,179.75,55.42,0,0.4497571285571006
2,1,29,275,2,0.0,14,1.92,449.04,999.0,1,0.9235902727523523
5,2,208,584,2,11.18,5,4.95,153.29,52.22,0,0.3565572706445244
0,7,274,349,2,0.0,6,0.08,581.21,999.0,0,0.519707395082668
7,2,122,568,2,0.0,13,0.29,71.0,999.0,0,0.6094000402787306
7,2,118,137,0,0.0,8,4.45,328.28,999.0,0,0.3860201136204852
1,7,4,97,0,0.0,13,2.98,589.11,999.0,1,0.7870517484695202
2,0,317,132,0,0.0,1,0.71,346.16,999.0,0,0.17936710729633365
5,2,122,232,0,17.63,0,4.99,353.7,13.16,0,0.07211959737334026
7,5,259,165,0,0.0,10,3.21,563.99,999.0,0,0.5190265137302464
5,1,40,439,2,21.06,2,1.69,115.63,20.85,0,0.17632767185929815
7,5,236,309,2,0.0,9,5.49,193.44,999.0,0,0.615284322203169
3,6,82,394,2,0.0,7,4.16,123.13,999.0,0,0.5323762355820281
7,7,121,444,2,17.71,15,1.03,455.87,25.07,0,0.465648037664237
4,3,323,350,2,21.5,15,0.99,585.2,16.28,0,0.4756171895456618
7,1,173,415,2,18.82,7,5.37,522.6,22.05,0,0.41171073345215076
2,0,391,231,0,0.0,9,0.75,293.12,999.0,0,0.4916106254155088
0,0,370,51,0,0.0,2,2.51,225.52,999.0,0,0.16136654234935247
6,2,148,171,0,0.0,4,2.2,364.46,999.0,0,0.32874112895106045
3,6,307,236,0,0.0,8,5.54,385.13,999.0,0,0.3530376890114285
1,5,76,477,2,0.0,14,1.11,125.72,999.0,0,0.5872886946005607
1,4,252,336,2,0.0,0,3.8,322.59,999.0,0,0.2451048465833721
3,3,169,540,2,24.63,14,4.81,114.88,21.93,0,0.49902502763751505
3,5,316,427,2,17.11,15,4.78,67.8,24.96,0,0.4723494028292861
0,2,86,441,2,0.0,9,2.79,472.04,999.0,0,0.5663220851341909
0,0,369,207,0,0.0,1,4.22,388.97,999.0,0,0.17387887486870346
7,6,35,319,2,7.53,15,1.5,447.78,42.38,0,0.4689863258464028
4,0,366,290,2,0.0,3,2.4,305.77,999.0,0,0.34323299061428164
0,6,227,372,2,20.29,7,3.73,197.35,18.34,0,0.3617437201296478
6,0,142,327,2,0.0,11,1.05,291.91,999.0,0,0.6332695858679105
5,7,102,254,2,0.0,7,1.48,561.87,999.0,0,0.48189321447363576
5,3,323,213,0,0.0,13,1.86,510.18,999.0,0,0.428303244375992
7,4,12,583,2,0.0,14,0.94,160.2,999.0,1,0.8738730820431347
5,1,205,49,0,0.0,10,0.58,36.44,999.0,0,0.49204319279080677
5,5,167,547,2,0.0,8,3.8,424.99,999.0,0,0.5188059403466154
2,4,175,402,2,0.0,5,2.23,235.91,999.0,0,0.4005121664389336
5,3,262,36,0,0.0,2,5.07,496.93,999.0,0,0.22193120501075758
5,0,179,228,0,18.23,8,5.59,584.98,12.51,0,0.29997644732560275
7,1,171,509,2,21.46,11,2.98,90.34,23.72,0,0.5418184367349731
6,3,89,527,2,0.0,8,2.46,30.12,999.0,0,0.5800600780522078
1,6,69,76,0,16.78,13,1.42,96.23,4.53,0,0.39488009611884095
0,7,224,74,0,7.82,4,0.33,372.13,9.47,0,0.20400726642307138
5,6,305,456,2,0.0,9,1.14,145.15,999.0,0,0.6337222739658877
0,0,382,38,0,0.0,9,4.59,262.21,999.0,0,0.3695256379689984
0,3,308,152,0,0.0,6,0.23,483.56,999.0,0,0.42031616922793746
1,6,125,568,2,13.08,15,4.25,445.64,43.44,0,0.44063139813611707
5,6,306,46,0,0.0,12,2.0,252.15,999.0,0,0.4568165208723868
2,6,246,180,0,0.0,15,5.7,434.43,999.0,0,0.428791159234156
0,1,345,297,2,0.0,14,1.26,263.59,999.0,0,0.5521291137928754
3,0,274,227,0,1.24,14,5.71,321.85,182.63,0,0.38180980436562445
5,1,329,261,2,8.67,6,2.47,537.19,30.11,0,0.3332254766114308
7,4,289,36,0,23.6,13,2.7,59.66,1.53,0,0.35734240800526107
7,1,44,435,2,7.61,1,2.11,372.42,57.18,0,0.18585315521451248
6,3,156,254,2,0.0,1,5.5,400.38,999.0,0,0.28714108859470905
2,0,369,33,0,3.37,13,1.99,478.78,9.8,0,0.3188271708224985
7,7,247,247,0,0.0,3,2.27,418.76,999.0,0,0.24372376308584098
2,6,56,380,2,7.08,4,0.08,80.03,53.68,0,0.3064868844990956
0,2,192,297,2,0.0,1,5.98,191.56,999.0,0,0.3811062799376405
0,3,291,507,2,10.04,7,3.12,297.42,50.52,0,0.37118276385442006
1,6,110,13,1,5.05,7,3.16,468.02,2.57,0,0.20113267686441277
0,1,150,228,0,7.82,7,5.92,305.2,29.15,0,0.31083898959803835
4,1,225,581,2,14.16,10,5.94,259.72,41.03,0,0.4764983124905263
7,3,184,102,0,13.05,5,0.87,110.02,7.82,0,0.22849338053493995
6,0,3,169,0,0.0,4,1.35,573.28,999.0,1,0.5026743557205323
6,7,232,104,0,0.0,11,3.11,447.22,999.0,0,0.4891278918943356
1,2,396,519,2,0.0,10,0.42,253.48,999.0,0,0.5785454063570521
1,2,112,593,2,3.18,8,2.92,376.24,186.64,0,0.4360443859906857
6,3,214,84,0,8.16,12,3.67,500.89,10.29,0,0.38723762972237297
4,4,156,159,0,0.0,8,4.16,106.52,999.0,0,0.4104029333092748
6,3,371,72,0,6.11,7,2.77,194.12,11.79,0,0.19898628487559894
1,1,273,32,0,17.39,12,3.79,491.06,1.84,0,0.4004104020567866
1,3,343,587,2,10.22,2,0.15,283.44,57.44,0,0.3020196207111188
1,1,53,594,2,0.0,10,5.08,239.45,999.0,0,0.6289333018748833
2,4,372,497,2,0.0,9,0.38,46.25,999.0,0,0.5742063066430514
4,1,102,71,0,0.0,3,1.87,570.29,999.0,0,0.20701672284748837
1,3,81,322,2,15.9,0,1.86,281.25,20.25,0,0.17027936669691665
6,0,294,281,2,19.81,14,0.6,403.14,14.19,0,0.506378428817046
3,1,12,202,0,2.61,12,1.63,294.8,77.27,1,0.6835639123003815
2,7,168,483,2,0.0,14,4.35,35.85,999.0,0,0.5757753472249372
7,4,133,594,2,15.34,0,3.63,153.21,38.73,0,0.18301503131378527
3,6,383,295,2,2.22,9,0.42,503.4,132.64,0,0.42303655601936596
2,6,389,461,2,0.0,1,2.09,556.77,999.0,0,0.3095892930401289
1,0,42,27,0,24.91,10,1.77,476.35,1.08,0,0.30988923369835536
3,6,20,397,2,0.0,1,1.69,188.54,999.0,1,0.6045264382958464
7,4,288,387,2,19.37,8,3.1,291.03,19.98,0,0.4737819716778083
3,6,55,25,0,24.71,14,0.02,61.65,1.01,0,0.3874114979291234
3,7,161,587,2,0.0,6,4.9,561.85,999.0,0,0.47529814540845616
1,1,38,452,2,2.67,1,5.96,181.26,169.58,0,0.1448351263733696
1,4,147,300,2,2.15,10,5.1,265.27,139.32,0,0.4635179274327602
3,3,341,531,2,7.58,10,2.24,113.82,70.09,0,0.4981056293716774
1,7,398,27,0,0.0,11,1.46,20.73,999.0,0,0.5024160564754586
0,4,317,599,2,14.59,12,5.88,144.38,41.06,0,0.4763100192406473
1,7,332,467,2,5.88,6,5.77,524.05,79.37,0,0.39360185226282945
2,4,260,507,2,0.0,6,4.76,490.84,999.0,0,0.520721987023052
6,5,339,249,0,0.0,15,3.95,245.05,999.0,0,0.4643882033203078
1,4,360,80,0,0.0,8,3.46,478.8,999.0,0,0.4333455486581679
7,6,226,34,0,10.76,11,3.36,78.74,3.16,0,0.39472563346832584
5,7,312,128,0,0.0,12,0.82,34.21,999.0,0,0.4809989188314657
3,5,385,269,2,9.83,6,4.92,330.37,27.37,0,0.3735164143871013
0,1,152,335,2,0.0,7,3.6,157.66,999.0,0,0.5333694393029692
7,1,371,553,2,24.64,4,2.17,93.16,22.44,0,0.33805011902950227
0,5,13,177,0,0.0,0,0.29,66.52,999.0,1,0.5135118938648587
1,0,43,334,2,10.6,2,5.08,286.61,31.5,0,0.24142177271061216
4,1,72,89,0,0.0,1,4.04,342.5,999.0,0,0.1187917984621065
3,4,341,384,2,0.0,12,2.87,134.05,999.0,0,0.6618601297301512
1,0,136,268,2,13.23,14,5.69,162.11,20.26,0,0.5490227151626574
5,5,372,429,2,0.0,4,5.93,467.82,999.0,0,0.421636754942194
2,2,11,420,2,0.0,12,4.93,90.51,999.0,1,0.8761287782160615
3,0,80,194,0,0.0,13,3.65,265.67,999.0,0,0.43271290151792535
1,6,237,444,2,0.0,4,1.35,354.9,999.0,0,0.3661263769087348
3,2,176,143,0,0.0,12,4.83,548.68,999.0,0,0.4109765851919659
3,7,299,266,2,15.13,5,5.62,201.55,17.59,0,0.3788396945132918
6,4,133,308,2,17.09,7,4.81,453.26,18.02,0,0.3855045515597557
6,1,60,76,0,0.0,7,0.28,169.35,999.0,0,0.39548025380554297
0,5,288,511,2,11.97,10,4.21,364.42,42.68,0,0.5091911284164207
0,6,358,170,0,19.5,1,1.03,226.67,8.72,0,0.013756273825253934
2,0,366,272,2,0.0,14,1.01,259.22,999.0,0,0.6563589364807112
6,6,372,23,1,0.0,10,3.05,62.03,999.0,0,0.4855564847648562
2,5,177,581,2,23.78,7,4.33,582.7,24.43,0,0.42959865674786285
3,5,251,592,2,7.9,2,3.39,393.23,74.97,0,0.191525853444507
7,4,350,87,0,1.84,6,5.93,578.64,47.35,0,0.21672595275507817
3,6,76,363,2,9.82,13,0.62,112.98,36.95,0,0.5587914514679826
4,2,106,212,0,0.0,1,2.17,574.62,999.0,0,0.12584880519787853
2,2,322,258,2,0.0,14,1.34,547.29,999.0,0,0.6537393628102096
1,0,242,534,2,0.0,5,3.82,153.13,999.0,0,0.44121110109829004
5,4,279,357,2,0.0,15,0.8,57.15,999.0,0,0.6118064565942766
0,4,71,557,2,0.0,13,4.09,112.9,999.0,0,0.6235686397834305
6,3,323,405,2,0.0,10,2.12,73.0,999.0,0,0.6351249456579842
0,5,42,33,0,12.83,8,4.26,94.72,2.57,0,0.33125361553393445
3,0,7,214,0,10.46,4,0.77,206.9,20.46,1,0.40546442639640096
3,0,362,194,0,0.0,8,1.18,285.0,999.0,0,0.4428254299801988
1,6,393,586,2,0.0,3,5.23,431.49,999.0,0,0.35253362404462807
6,6,314,394,2,20.9,9,0.06,139.68,18.85,0,0.43595226015756794
5,4,130,65,0,23.57,3,2.62,173.06,2.76,0,0.12171693241979259
0,4,149,339,2,0.0,10,4.37,75.09,999.0,0,0.598866014748207
2,6,355,174,0,0.0,9,0.58,228.03,999.0,0,0.433127902549582
0,6,316,586,2,24.46,3,4.38,468.25,23.96,0,0.22066028511216898
2,5,191,163,0,0.0,4,3.96,588.18,999.0,0,0.3302538090181299
5,3,234,455,2,0.0,11,5.53,449.3,999.0,0,0.6645576384956569
4,7,208,178,0,0.0,11,0.28,81.77,999.0,0,0.45268389198612463
5,2,167,327,2,12.66,5,2.78,428.39,25.82,0,0.3362595941468801
2,6,21,226,0,2.06,8,3.19,30.83,109.63,1,0.5345551807462026
4,5,274,519,2,0.17,3,5.02,270.42,2968.65,0,0.3219127213557186
4,2,92,225,0,9.2,9,3.96,231.39,24.46,0,0.36351379428599484
0,5,378,361,2,14.09,10,2.67,367.76,25.62,0,0.5479065312617328
1,1,349,192,0,0.0,0,4.25,459.99,999.0,0,0.14612830675692304
2,7,129,332,2,0.0,2,5.98,20.33,999.0,0,0.36239845059416237
5,7,20,111,0,0.0,5,0.7,138.96,999.0,1,0.5675613103712899
6,0,4,526,2,4.89,13,4.08,60.8,107.48,1,0.7905942820080405
3,0,352,507,2,0.0,3,4.49,443.7,999.0,0,0.39466939539101537
7,2,239,107,0,15.84,12,5.61,549.17,6.76,0,0.39275609241333576
3,3,267,497,2,18.7,4,3.08,445.65,26.57,0,0.353588269481109
6,1,280,264,2,19.4,12,4.18,49.67,13.61,0,0.5391241242556677
0,0,241,242,0,12.41,9,4.69,201.33,19.5,0,0.34007892438827914
4,4,142,112,0,0.0,14,2.42,545.26,999.0,0,0.41044276691420434
6,2,198,351,2,0.0,9,4.61,501.6,999.0,0,0.6372217316341804
1,6,16,265,2,0.0,10,5.73,389.36,999.0,1,0.9334661900112258
0,7,311,586,2,24.15,10,2.7,458.67,24.26,0,0.540631938581405
7,5,214,565,2,1.8,9,5.98,146.49,313.7,0,0.4547899644468939
0,7,356,215,0,1.42,3,4.84,507.31,151.44,0,0.14188300760743158
6,1,352,197,0,0.0,0,2.95,330.07,999.0,0,0.1365485041593327
2,2,98,202,0,17.89,9,0.08,544.43,11.29,0,0.3437790575406405
5,2,284,341,2,0.0,5,1.35,463.69,999.0,0,0.5054406355067295
6,5,101,162,0,11.47,10,4.85,185.15,14.13,0,0.3440588374339418
4,0,97,143,0,0.0,8,2.89,63.41,999.0,0,0.376865710191915
5,0,300,248,0,17.76,11,2.07,281.86,13.96,0,0.40863566223552966
2,0,21,420,2,2.84,2,1.17,585.14,147.96,1,0.4858562745484869
5,4,241,401,2,0.0,3,3.31,164.58,999.0,0,0.40552063494658364
1,2,245,14,1,21.07,0,2.63,255.03,0.66,0,0.0787352077548099
2,2,278,242,0,0.0,11,2.32,184.3,999.0,0,0.4768948692336452
5,3,344,4,1,23.42,11,1.94,564.96,0.17,0,0.359675877988011
0,2,209,217,0,17.64,0,3.0,302.63,12.3,0,0.03467202866588395
4,3,119,140,0,0.0,1,1.58,497.62,999.0,0,0.10624387785425642
2,3,205,579,2,0.0,13,5.34,346.43,999.0,0,0.5720490043881052
2,2,32,577,2,11.1,0,2.4,285.59,51.97,0,0.18265906009417138
6,7,13,68,0,0.0,5,0.23,140.18,999.0,1,0.6425197226677697
4,4,314,33,0,11.43,5,5.47,241.79,2.89,0,0.2173739010756186
3,3,387,236,0,0.0,5,3.47,239.2,999.0,0,0.327855777093232
2,1,2,345,2,5.61,2,0.96,553.39,61.52,1,0.46074714790512866
0,2,75,523,2,5.83,14,4.49,125.46,89.72,0,0.5235284567363331
5,4,318,573,2,8.1,5,5.34,561.45,70.71,0,0.2774567407967711
3,2,82,530,2,0.0,2,5.89,117.1,999.0,0,0.41112482354961766
0,4,133,425,2,17.59,10,0.82,531.0,24.16,0,0.4959633415285187
0,6,355,19,1,16.17,14,0.93,384.02,1.18,0,0.40266634532244855
5,2,186,472,2,5.44,8,2.82,337.52,86.8,0,0.43036112993437464
0,7,2,279,2,10.41,14,2.75,523.17,26.79,1,0.8292808921044853
1,2,315,526,2,12.5,4,3.27,109.94,42.07,0,0.30069432103153776
2,2,206,72,0,17.69,8,0.72,35.57,4.07,0,0.27830568825076357
7,1,331,528,2,0.0,10,2.32,436.0,999.0,0,0.6151298494773904
0,3,39,411,2,9.45,11,3.82,103.72,43.49,0,0.4999159966621072
3,1,90,268,2,3.34,7,5.9,409.91,80.28,0,0.36640683473635244
6,0,44,590,2,15.1,0,3.13,21.6,39.08,0,0.19429415385588994
7,0,355,526,2,19.49,15,5.23,79.61,26.99,0,0.4504660040492501
7,7,333,105,0,0.0,15,4.96,53.76,999.0,0,0.4171306632980126
6,5,375,453,2,14.93,4,3.89,190.33,30.35,0,0.24798849958451774
0,5,35,93,0,0.0,1,4.06,49.58,999.0,0,0.11473623034032776
5,0,372,180,0,0.0,4,2.09,187.65,999.0,0,0.2748266428978494
3,2,17,83,0,0.0,15,2.19,382.13,999.0,1,0.7423655302584508
4,7,346,341,2,16.0,10,3.57,454.11,21.31,0,0.48415659911766595
4,4,390,171,0,8.66,8,4.01,116.14,19.74,0,0.2597536782771772
6,4,58,357,2,0.0,14,1.75,565.87,999.0,0,0.6444285583614716
5,1,97,244,0,0.0,14,4.74,481.81,999.0,0,0.4574563605262863
7,6,274,117,0,18.59,0,5.02,205.73,6.29,0,0.02956854054345647
1,7,155,47,0,20.0,12,3.1,65.73,2.35,0,0.3227444189085639
0,0,109,345,2,0.0,9,4.41,410.83,999.0,0,0.5713050464887844
4,5,14,578,2,15.43,6,1.1,236.85,37.46,1,0.6112183822250408
2,7,378,111,0,0.0,2,4.15,52.92,999.0,0,0.21813614528007347
5,1,274,256,2,10.26,10,3.58,494.73,24.95,0,0.43916489920863166
5,6,61,512,2,0.0,14,4.34,135.16,999.0,0,0.5829997921227037
0,0,80,151,0,16.42,8,0.93,377.4,9.2,0,0.3426253299740041
2,0,172,339,2,0.0,15,5.53,337.88,999.0,0,0.5622369552119926
2,1,389,288,2,11.76,8,2.68,244.23,24.49,0,0.4013624896775231
3,7,54,493,2,18.03,15,5.92,530.16,27.35,0,0.4396724876125906
6,1,235,187,0,0.0,8,2.06,103.55,999.0,0,0.44586157050465564
2,6,229,438,2,15.49,14,5.64,211.77,28.27,0,0.4634536814654375
4,7,389,301,2,0.0,8,0.03,552.48,999.0,0,0.636119389978667
2,3,213,3,1,17.28,5,4.17,213.07,0.17,0,0.24892556166410668
3,4,193,255,2,0.0,3,0.92,181.7,999.0,0,0.4465285860723794
4,4,246,248,0,10.55,13,0.71,534.51,23.51,0,0.41922377900889296
6,6,70,135,0,0.0,1,5.8,490.61,999.0,0,0.10538674455037494
6,5,315,258,2,12.96,7,0.61,40.37,19.91,0,0.4342732164022341
7,4,124,254,2,1.32,5,4.85,549.88,192.21,0,0.37585679329972493
7,1,275,423,2,0.0,9,1.79,525.88,999.0,0,0.5602572699949472
3,1,54,133,0,0.0,0,2.95,511.51,999.0,0,0.13691207936770813
7,0,203,426,2,1.94,11,3.74,316.18,219.66,0,0.5116319323194085
6,3,182,443,2,8.15,2,3.14,36.66,54.34,0,0.24941745172844626
2,5,72,77,0,23.45,13,3.5,548.57,3.28,0,0.3279318578548858
4,6,302,538,2,0.0,5,5.96,507.61,999.0,0,0.5088178166328894
7,0,169,157,0,0.0,7,5.04,117.19,999.0,0,0.38802725536262456
7,1,376,171,0,0.0,0,1.25,270.9,999.0,0,0.1357962338831612
6,4,65,453,2,23.24,12,0.82,567.95,19.5,0,0.5216066463069177
5,2,242,147,0,13.23,0,4.33,106.74,11.11,0,0.03069827645475389
7,7,288,231,0,20.78,2,5.74,24.21,11.12,0,0.055839604973052216
3,3,137,355,2,20.33,15,1.46,536.61,17.46,0,0.4508181111748914
2,7,256,37,0,1.4,6,2.04,226.74,26.46,0,0.23208135032935404
3,0,65,473,2,0.0,5,3.3,493.17,999.0,0,0.4872127867771646
0,4,364,167,0,0.0,4,1.99,215.9,999.0,0,0.32698901648272094
3,7,235,39,0,0.0,13,2.86,343.59,999.0,0,0.4924570726940098
1,5,299,431,2,15.94,12,5.22,286.94,27.04,0,0.49331721161989045
5,6,312,10,1,7.43,8,4.48,270.12,1.35,0,0.3155333003058411
3,2,365,182,0,0.0,5,1.7,369.33,999.0,0,0.29226991313814443
7,7,15,10,1,16.48,5,1.43,376.68,0.61,1,0.5228020125443809
4,2,216,281,2,0.79,0,3.82,364.89,353.75,0,0.15475947772785148
1,2,368,48,0,0.0,0,4.16,159.97,999.0,0,0.18343869403411855
7,1,389,384,2,0.0,7,2.14,338.84,999.0,0,0.4604009249095337
1,0,277,17,1,23.67,6,1.24,182.52,0.72,0,0.25897397160326885
5,6,235,21,1,3.23,15,0.99,464.83,6.5,0,0.29873714534193
5,6,188,441,2,16.5,14,4.18,357.19,26.73,0,0.5377568730376497
5,7,175,581,2,8.58,11,0.15,218.71,67.7,0,0.5714857794640722
3,6,69,576,2,0.0,14,0.69,318.09,999.0,0,0.6675039013827144
4,1,287,229,0,0.0,10,0.79,514.88,999.0,0,0.5261906002958143
2,0,233,542,2,0.0,2,2.37,201.73,999.0,0,0.39883994549551705
2,1,154,383,2,12.29,10,0.89,486.22,31.17,0,0.43909815788514095
2,7,323,394,2,19.13,14,1.21,317.48,20.6,0,0.5229532234790253
2,4,30,193,0,20.56,7,1.03,563.57,9.39,0,0.28829286852645697
4,4,5,177,0,14.57,7,1.74,504.59,12.15,1,0.5683184325296152
4,1,91,90,0,0.0,11,4.31,402.82,999.0,0,0.4324298290713386
5,0,363,27,0,7.06,8,0.53,484.28,3.83,0,0.3233991834796154
2,5,155,416,2,0.0,3,1.22,195.51,999.0,0,0.44158791613268333
3,4,258,375,2,0.0,6,3.6,417.66,999.0,0,0.4738886411415677
